host,issue_id,severity,issue,finding,remediation
204.10.197.91,VULN-11272,LOW,open_port,Misconfig found,Apply patch
240.132.102.135,VULN-11273,MEDIUM,weak_cipher,Misconfig found,Fix config
168.41.228.247,VULN-11274,CRITICAL,config_issue,Weak cipher detected,Fix config
112.19.153.230,VULN-11275,CRITICAL,config_issue,Open port exposed,Apply patch
251.23.65.189,VULN-11276,HIGH,weak_cipher,Weak cipher detected,Apply patch
28.146.79.207,VULN-11277,CRITICAL,open_port,Open port exposed,Fix config
48.118.203.216,VULN-11278,LOW,weak_cipher,Open port exposed,Apply patch
100.215.222.195,VULN-11279,HIGH,open_port,Open port exposed,Fix config
25.4.65.112,VULN-11280,LOW,config_issue,Misconfig found,Restrict port
207.30.55.205,VULN-11281,MEDIUM,config_issue,Misconfig found,Restrict port
99.59.81.189,VULN-11282,MEDIUM,config_issue,Weak cipher detected,Fix config
59.58.123.48,VULN-11283,MEDIUM,config_issue,Weak cipher detected,Fix config
140.249.88.174,VULN-11284,MEDIUM,config_issue,Weak cipher detected,Restrict port
223.71.77.35,VULN-11285,HIGH,config_issue,Open port exposed,Restrict port
92.160.106.25,VULN-11286,HIGH,weak_cipher,Open port exposed,Fix config
163.2.17.132,VULN-11287,CRITICAL,open_port,Misconfig found,Apply patch
66.121.26.3,VULN-11288,MEDIUM,config_issue,Weak cipher detected,Restrict port
212.134.235.181,VULN-11289,MEDIUM,open_port,Weak cipher detected,Apply patch
41.89.241.101,VULN-11290,HIGH,open_port,Weak cipher detected,Fix config
110.63.182.69,VULN-11291,HIGH,open_port,Weak cipher detected,Fix config
35.196.153.24,VULN-11292,HIGH,open_port,Weak cipher detected,Fix config
139.65.35.59,VULN-11293,MEDIUM,weak_cipher,Open port exposed,Restrict port
167.151.206.105,VULN-11294,LOW,config_issue,Open port exposed,Restrict port
204.106.118.130,VULN-11295,LOW,open_port,Misconfig found,Restrict port
193.158.2.18,VULN-11296,MEDIUM,weak_cipher,Misconfig found,Restrict port
56.26.119.138,VULN-11297,LOW,open_port,Misconfig found,Restrict port
228.56.153.58,VULN-11298,CRITICAL,weak_cipher,Open port exposed,Fix config
68.80.65.179,VULN-11299,HIGH,weak_cipher,Weak cipher detected,Fix config
32.34.128.11,VULN-11300,MEDIUM,config_issue,Open port exposed,Apply patch
105.56.91.10,VULN-11301,HIGH,open_port,Misconfig found,Fix config
100.76.108.252,VULN-11302,HIGH,open_port,Misconfig found,Apply patch
136.56.32.74,VULN-11303,HIGH,config_issue,Weak cipher detected,Fix config
35.52.237.223,VULN-11304,LOW,weak_cipher,Misconfig found,Restrict port
159.96.208.180,VULN-11305,HIGH,config_issue,Weak cipher detected,Restrict port
31.203.55.201,VULN-11306,CRITICAL,config_issue,Weak cipher detected,Apply patch
153.33.45.38,VULN-11307,CRITICAL,config_issue,Weak cipher detected,Apply patch
128.106.193.103,VULN-11308,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
17.73.61.176,VULN-11309,MEDIUM,open_port,Misconfig found,Restrict port
145.242.185.156,VULN-11310,CRITICAL,weak_cipher,Misconfig found,Restrict port
100.135.35.57,VULN-11311,MEDIUM,weak_cipher,Misconfig found,Apply patch
187.91.196.118,VULN-11312,CRITICAL,weak_cipher,Open port exposed,Apply patch
55.114.251.106,VULN-11313,LOW,open_port,Open port exposed,Fix config
75.202.232.133,VULN-11314,HIGH,config_issue,Weak cipher detected,Fix config
223.26.136.24,VULN-11315,MEDIUM,open_port,Misconfig found,Restrict port
14.153.112.9,VULN-11316,MEDIUM,open_port,Open port exposed,Restrict port
219.157.132.11,VULN-11317,LOW,open_port,Misconfig found,Fix config
185.3.173.53,VULN-11318,CRITICAL,weak_cipher,Open port exposed,Fix config
211.76.15.32,VULN-11319,MEDIUM,config_issue,Open port exposed,Fix config
210.201.39.234,VULN-11320,LOW,config_issue,Misconfig found,Restrict port
41.180.112.123,VULN-11321,CRITICAL,open_port,Misconfig found,Apply patch
19.26.152.144,VULN-11322,CRITICAL,config_issue,Misconfig found,Restrict port
130.232.83.103,VULN-11323,MEDIUM,open_port,Weak cipher detected,Restrict port
48.180.173.234,VULN-11324,LOW,open_port,Misconfig found,Apply patch
209.141.164.161,VULN-11325,MEDIUM,weak_cipher,Open port exposed,Restrict port
15.117.134.78,VULN-11326,CRITICAL,open_port,Open port exposed,Fix config
55.188.247.132,VULN-11327,HIGH,open_port,Weak cipher detected,Apply patch
133.166.166.66,VULN-11328,LOW,weak_cipher,Misconfig found,Restrict port
206.126.123.88,VULN-11329,CRITICAL,weak_cipher,Weak cipher detected,Fix config
82.174.150.14,VULN-11330,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
232.164.186.210,VULN-11331,CRITICAL,config_issue,Open port exposed,Restrict port
224.90.210.166,VULN-11332,LOW,open_port,Open port exposed,Restrict port
158.168.18.218,VULN-11333,MEDIUM,config_issue,Weak cipher detected,Restrict port
87.169.228.246,VULN-11334,MEDIUM,open_port,Misconfig found,Restrict port
44.152.135.244,VULN-11335,MEDIUM,config_issue,Weak cipher detected,Restrict port
17.138.83.205,VULN-11336,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
89.139.14.224,VULN-11337,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
187.30.118.103,VULN-11338,MEDIUM,config_issue,Weak cipher detected,Fix config
146.185.173.215,VULN-11339,MEDIUM,weak_cipher,Weak cipher detected,Fix config
230.53.74.88,VULN-11340,LOW,open_port,Misconfig found,Restrict port
155.61.22.159,VULN-11341,CRITICAL,config_issue,Weak cipher detected,Apply patch
175.98.217.93,VULN-11342,HIGH,open_port,Open port exposed,Restrict port
10.84.254.134,VULN-11343,MEDIUM,config_issue,Misconfig found,Apply patch
12.200.149.109,VULN-11344,LOW,open_port,Open port exposed,Apply patch
194.248.14.58,VULN-11345,MEDIUM,config_issue,Weak cipher detected,Fix config
8.135.156.152,VULN-11346,CRITICAL,open_port,Misconfig found,Apply patch
35.189.110.37,VULN-11347,LOW,open_port,Open port exposed,Restrict port
166.9.54.52,VULN-11348,LOW,config_issue,Misconfig found,Fix config
104.132.143.78,VULN-11349,LOW,weak_cipher,Misconfig found,Restrict port
20.227.178.192,VULN-11350,MEDIUM,config_issue,Weak cipher detected,Restrict port
98.59.209.119,VULN-11351,MEDIUM,config_issue,Misconfig found,Apply patch
32.19.15.177,VULN-11352,CRITICAL,weak_cipher,Misconfig found,Fix config
228.39.236.121,VULN-11353,LOW,open_port,Weak cipher detected,Restrict port
180.238.239.178,VULN-11354,HIGH,config_issue,Misconfig found,Fix config
126.66.177.147,VULN-11355,HIGH,weak_cipher,Misconfig found,Restrict port
84.23.87.103,VULN-11356,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
225.176.78.71,VULN-11357,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
26.136.213.96,VULN-11358,HIGH,config_issue,Open port exposed,Fix config
31.50.229.27,VULN-11359,HIGH,config_issue,Weak cipher detected,Apply patch
162.123.71.59,VULN-11360,CRITICAL,config_issue,Open port exposed,Restrict port
213.84.17.136,VULN-11361,CRITICAL,weak_cipher,Open port exposed,Restrict port
223.171.147.153,VULN-11362,LOW,open_port,Misconfig found,Apply patch
60.32.163.161,VULN-11363,HIGH,config_issue,Weak cipher detected,Apply patch
44.187.85.248,VULN-11364,CRITICAL,open_port,Misconfig found,Apply patch
210.180.13.201,VULN-11365,LOW,config_issue,Weak cipher detected,Fix config
111.36.77.193,VULN-11366,CRITICAL,config_issue,Open port exposed,Fix config
53.130.124.87,VULN-11367,MEDIUM,open_port,Weak cipher detected,Restrict port
123.198.211.45,VULN-11368,LOW,open_port,Weak cipher detected,Apply patch
60.112.208.201,VULN-11369,MEDIUM,open_port,Weak cipher detected,Fix config
216.217.166.13,VULN-11370,MEDIUM,open_port,Misconfig found,Restrict port
37.114.215.169,VULN-11371,LOW,open_port,Open port exposed,Fix config
173.159.224.5,VULN-11372,MEDIUM,weak_cipher,Open port exposed,Restrict port
167.202.115.254,VULN-11373,HIGH,config_issue,Open port exposed,Apply patch
15.251.23.252,VULN-11374,LOW,open_port,Weak cipher detected,Fix config
209.202.234.140,VULN-11375,HIGH,weak_cipher,Open port exposed,Fix config
135.79.25.107,VULN-11376,MEDIUM,open_port,Misconfig found,Apply patch
85.67.219.19,VULN-11377,HIGH,open_port,Open port exposed,Fix config
237.34.17.225,VULN-11378,HIGH,config_issue,Weak cipher detected,Restrict port
46.86.106.85,VULN-11379,MEDIUM,open_port,Open port exposed,Fix config
33.163.24.121,VULN-11380,LOW,weak_cipher,Weak cipher detected,Apply patch
136.36.96.149,VULN-11381,MEDIUM,weak_cipher,Misconfig found,Restrict port
185.132.73.82,VULN-11382,MEDIUM,config_issue,Misconfig found,Fix config
250.204.249.247,VULN-11383,LOW,config_issue,Weak cipher detected,Fix config
129.87.92.176,VULN-11384,MEDIUM,config_issue,Weak cipher detected,Restrict port
58.217.248.253,VULN-11385,HIGH,weak_cipher,Weak cipher detected,Restrict port
220.170.5.133,VULN-11386,HIGH,config_issue,Open port exposed,Fix config
239.59.176.66,VULN-11387,LOW,config_issue,Misconfig found,Apply patch
13.85.234.209,VULN-11388,LOW,weak_cipher,Weak cipher detected,Restrict port
66.130.140.184,VULN-11389,HIGH,config_issue,Weak cipher detected,Fix config
99.95.165.45,VULN-11390,LOW,open_port,Weak cipher detected,Restrict port
113.140.247.248,VULN-11391,CRITICAL,open_port,Weak cipher detected,Restrict port
199.133.122.148,VULN-11392,MEDIUM,config_issue,Open port exposed,Apply patch
126.119.30.29,VULN-11393,MEDIUM,weak_cipher,Open port exposed,Restrict port
44.121.83.192,VULN-11394,LOW,weak_cipher,Misconfig found,Apply patch
25.231.202.97,VULN-11395,HIGH,open_port,Misconfig found,Apply patch
70.51.238.100,VULN-11396,LOW,open_port,Misconfig found,Restrict port
159.253.68.51,VULN-11397,CRITICAL,config_issue,Misconfig found,Restrict port
161.250.152.193,VULN-11398,LOW,open_port,Misconfig found,Restrict port
216.100.252.92,VULN-11399,MEDIUM,config_issue,Weak cipher detected,Apply patch
181.65.150.128,VULN-11400,MEDIUM,config_issue,Misconfig found,Fix config
135.123.179.250,VULN-11401,CRITICAL,open_port,Open port exposed,Fix config
215.220.245.151,VULN-11402,LOW,open_port,Misconfig found,Restrict port
207.205.139.26,VULN-11403,CRITICAL,open_port,Weak cipher detected,Apply patch
213.67.173.100,VULN-11404,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
140.230.168.119,VULN-11405,LOW,config_issue,Misconfig found,Restrict port
219.37.126.134,VULN-11406,HIGH,weak_cipher,Weak cipher detected,Fix config
90.216.66.76,VULN-11407,HIGH,config_issue,Weak cipher detected,Apply patch
21.61.77.197,VULN-11408,CRITICAL,open_port,Open port exposed,Restrict port
3.188.246.36,VULN-11409,LOW,weak_cipher,Weak cipher detected,Fix config
144.45.42.230,VULN-11410,LOW,open_port,Open port exposed,Apply patch
138.211.228.180,VULN-11411,HIGH,config_issue,Weak cipher detected,Apply patch
173.238.198.96,VULN-11412,CRITICAL,open_port,Misconfig found,Fix config
236.72.69.227,VULN-11413,CRITICAL,open_port,Weak cipher detected,Apply patch
252.243.156.56,VULN-11414,MEDIUM,weak_cipher,Misconfig found,Restrict port
152.227.237.120,VULN-11415,LOW,config_issue,Weak cipher detected,Apply patch
198.24.48.80,VULN-11416,CRITICAL,open_port,Weak cipher detected,Fix config
128.87.177.170,VULN-11417,HIGH,open_port,Weak cipher detected,Fix config
170.188.230.222,VULN-11418,CRITICAL,config_issue,Weak cipher detected,Apply patch
114.60.207.116,VULN-11419,CRITICAL,config_issue,Open port exposed,Fix config
57.92.124.53,VULN-11420,MEDIUM,config_issue,Misconfig found,Restrict port
235.84.134.212,VULN-11421,LOW,config_issue,Weak cipher detected,Apply patch
69.101.43.164,VULN-11422,CRITICAL,weak_cipher,Misconfig found,Fix config
78.229.231.133,VULN-11423,LOW,weak_cipher,Misconfig found,Apply patch
210.19.89.143,VULN-11424,LOW,open_port,Misconfig found,Fix config
8.204.54.55,VULN-11425,MEDIUM,config_issue,Weak cipher detected,Restrict port
78.50.230.102,VULN-11426,MEDIUM,weak_cipher,Weak cipher detected,Apply patch
90.160.214.65,VULN-11427,CRITICAL,config_issue,Weak cipher detected,Apply patch
159.79.3.74,VULN-11428,HIGH,config_issue,Misconfig found,Apply patch
114.230.77.252,VULN-11429,CRITICAL,open_port,Open port exposed,Restrict port
213.193.77.156,VULN-11430,CRITICAL,weak_cipher,Open port exposed,Fix config
93.118.91.59,VULN-11431,MEDIUM,open_port,Weak cipher detected,Apply patch
242.70.55.38,VULN-11432,MEDIUM,open_port,Misconfig found,Fix config
128.132.95.96,VULN-11433,CRITICAL,config_issue,Misconfig found,Apply patch
170.203.9.192,VULN-11434,HIGH,open_port,Misconfig found,Fix config
120.173.13.247,VULN-11435,HIGH,weak_cipher,Open port exposed,Apply patch
231.233.22.109,VULN-11436,MEDIUM,weak_cipher,Open port exposed,Restrict port
188.237.195.210,VULN-11437,LOW,open_port,Open port exposed,Apply patch
132.23.105.94,VULN-11438,LOW,config_issue,Weak cipher detected,Restrict port
29.62.128.108,VULN-11439,CRITICAL,weak_cipher,Misconfig found,Fix config
18.202.228.65,VULN-11440,CRITICAL,config_issue,Weak cipher detected,Fix config
71.54.74.82,VULN-11441,LOW,weak_cipher,Weak cipher detected,Fix config
98.196.187.16,VULN-11442,HIGH,open_port,Open port exposed,Apply patch
6.118.170.114,VULN-11443,LOW,open_port,Weak cipher detected,Fix config
52.119.41.234,VULN-11444,LOW,config_issue,Misconfig found,Fix config
165.199.148.196,VULN-11445,CRITICAL,weak_cipher,Open port exposed,Apply patch
193.114.170.71,VULN-11446,HIGH,weak_cipher,Open port exposed,Restrict port
88.38.54.126,VULN-11447,MEDIUM,config_issue,Misconfig found,Apply patch
37.163.226.225,VULN-11448,MEDIUM,open_port,Weak cipher detected,Fix config
57.17.210.128,VULN-11449,LOW,open_port,Open port exposed,Apply patch
170.43.135.141,VULN-11450,LOW,weak_cipher,Open port exposed,Fix config
158.125.38.244,VULN-11451,HIGH,config_issue,Weak cipher detected,Restrict port
142.125.100.213,VULN-11452,CRITICAL,open_port,Misconfig found,Restrict port
7.147.177.253,VULN-11453,HIGH,weak_cipher,Misconfig found,Restrict port
166.114.12.234,VULN-11454,MEDIUM,open_port,Open port exposed,Apply patch
130.221.172.112,VULN-11455,MEDIUM,open_port,Open port exposed,Restrict port
63.232.156.138,VULN-11456,HIGH,open_port,Misconfig found,Fix config
218.104.196.7,VULN-11457,MEDIUM,weak_cipher,Misconfig found,Restrict port
117.36.16.201,VULN-11458,MEDIUM,weak_cipher,Misconfig found,Apply patch
80.77.121.48,VULN-11459,LOW,weak_cipher,Weak cipher detected,Restrict port
46.109.16.35,VULN-11460,MEDIUM,config_issue,Open port exposed,Fix config
195.244.96.84,VULN-11461,MEDIUM,config_issue,Misconfig found,Apply patch
42.71.151.89,VULN-11462,LOW,open_port,Open port exposed,Restrict port
118.197.166.75,VULN-11463,MEDIUM,config_issue,Misconfig found,Fix config
137.141.159.241,VULN-11464,CRITICAL,weak_cipher,Misconfig found,Apply patch
143.108.99.206,VULN-11465,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
126.181.6.96,VULN-11466,MEDIUM,weak_cipher,Misconfig found,Fix config
220.115.222.165,VULN-11467,LOW,config_issue,Open port exposed,Fix config
53.172.63.1,VULN-11468,LOW,open_port,Misconfig found,Apply patch
132.127.66.18,VULN-11469,HIGH,open_port,Misconfig found,Apply patch
48.21.156.65,VULN-11470,CRITICAL,config_issue,Misconfig found,Restrict port
191.198.3.65,VULN-11471,MEDIUM,open_port,Misconfig found,Fix config
1.236.170.137,VULN-11472,MEDIUM,open_port,Weak cipher detected,Fix config
114.226.36.253,VULN-11473,HIGH,weak_cipher,Weak cipher detected,Restrict port
146.105.100.39,VULN-11474,HIGH,weak_cipher,Weak cipher detected,Apply patch
66.3.200.57,VULN-11475,CRITICAL,weak_cipher,Open port exposed,Fix config
111.45.138.250,VULN-11476,MEDIUM,open_port,Misconfig found,Restrict port
162.118.3.36,VULN-11477,MEDIUM,weak_cipher,Open port exposed,Restrict port
116.234.196.193,VULN-11478,CRITICAL,config_issue,Misconfig found,Apply patch
172.141.182.203,VULN-11479,MEDIUM,weak_cipher,Misconfig found,Restrict port
17.202.150.82,VULN-11480,LOW,weak_cipher,Open port exposed,Apply patch
158.110.25.40,VULN-11481,LOW,config_issue,Weak cipher detected,Restrict port
251.217.28.68,VULN-11482,LOW,config_issue,Open port exposed,Apply patch
173.109.10.162,VULN-11483,HIGH,config_issue,Weak cipher detected,Apply patch
124.135.37.129,VULN-11484,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
120.67.254.214,VULN-11485,LOW,weak_cipher,Open port exposed,Fix config
195.176.37.127,VULN-11486,LOW,config_issue,Weak cipher detected,Fix config
181.218.43.20,VULN-11487,LOW,config_issue,Misconfig found,Fix config
252.234.26.120,VULN-11488,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
20.218.172.231,VULN-11489,HIGH,open_port,Misconfig found,Restrict port
198.200.20.178,VULN-11490,LOW,open_port,Misconfig found,Restrict port
225.23.38.38,VULN-11491,LOW,open_port,Misconfig found,Restrict port
54.232.49.36,VULN-11492,MEDIUM,open_port,Open port exposed,Apply patch
236.247.129.80,VULN-11493,HIGH,config_issue,Open port exposed,Restrict port
235.73.86.97,VULN-11494,LOW,weak_cipher,Misconfig found,Fix config
212.122.99.211,VULN-11495,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
91.187.137.79,VULN-11496,HIGH,config_issue,Open port exposed,Fix config
145.181.80.237,VULN-11497,HIGH,weak_cipher,Weak cipher detected,Fix config
223.253.17.243,VULN-11498,CRITICAL,open_port,Open port exposed,Restrict port
202.193.106.43,VULN-11499,CRITICAL,weak_cipher,Misconfig found,Apply patch
250.56.50.121,VULN-11500,HIGH,open_port,Weak cipher detected,Apply patch
101.48.196.195,VULN-11501,HIGH,weak_cipher,Misconfig found,Restrict port
62.2.93.78,VULN-11502,HIGH,weak_cipher,Misconfig found,Apply patch
137.93.107.138,VULN-11503,MEDIUM,config_issue,Misconfig found,Fix config
209.6.47.249,VULN-11504,CRITICAL,open_port,Misconfig found,Restrict port
213.165.106.43,VULN-11505,MEDIUM,open_port,Weak cipher detected,Fix config
170.212.2.94,VULN-11506,MEDIUM,config_issue,Weak cipher detected,Restrict port
62.247.224.110,VULN-11507,CRITICAL,weak_cipher,Misconfig found,Restrict port
202.184.172.198,VULN-11508,LOW,config_issue,Weak cipher detected,Restrict port
139.42.210.149,VULN-11509,CRITICAL,weak_cipher,Open port exposed,Apply patch
59.12.63.153,VULN-11510,CRITICAL,open_port,Weak cipher detected,Apply patch
8.101.152.6,VULN-11511,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
95.188.67.124,VULN-11512,MEDIUM,weak_cipher,Misconfig found,Restrict port
241.73.112.210,VULN-11513,CRITICAL,open_port,Misconfig found,Apply patch
192.226.208.33,VULN-11514,MEDIUM,weak_cipher,Open port exposed,Fix config
94.108.199.55,VULN-11515,MEDIUM,config_issue,Misconfig found,Apply patch
4.137.1.64,VULN-11516,LOW,open_port,Weak cipher detected,Apply patch
105.229.129.169,VULN-11517,HIGH,open_port,Weak cipher detected,Fix config
91.207.125.245,VULN-11518,LOW,config_issue,Weak cipher detected,Restrict port
197.44.94.107,VULN-11519,HIGH,weak_cipher,Misconfig found,Apply patch
250.165.62.153,VULN-11520,CRITICAL,open_port,Misconfig found,Apply patch
201.16.17.112,VULN-11521,MEDIUM,open_port,Open port exposed,Restrict port
24.156.174.181,VULN-11522,HIGH,weak_cipher,Open port exposed,Apply patch
52.85.149.53,VULN-11523,HIGH,config_issue,Misconfig found,Apply patch
210.245.88.221,VULN-11524,CRITICAL,config_issue,Weak cipher detected,Restrict port
48.2.156.79,VULN-11525,HIGH,open_port,Weak cipher detected,Fix config
121.93.181.87,VULN-11526,LOW,weak_cipher,Open port exposed,Restrict port
172.235.62.166,VULN-11527,CRITICAL,config_issue,Weak cipher detected,Fix config
45.125.188.210,VULN-11528,HIGH,open_port,Open port exposed,Fix config
139.88.99.204,VULN-11529,CRITICAL,config_issue,Open port exposed,Restrict port
181.57.225.112,VULN-11530,CRITICAL,open_port,Weak cipher detected,Apply patch
218.44.142.77,VULN-11531,CRITICAL,open_port,Misconfig found,Restrict port
41.90.22.42,VULN-11532,HIGH,open_port,Open port exposed,Fix config
229.247.3.22,VULN-11533,HIGH,weak_cipher,Weak cipher detected,Fix config
58.214.16.94,VULN-11534,MEDIUM,config_issue,Misconfig found,Apply patch
58.84.186.10,VULN-11535,MEDIUM,weak_cipher,Open port exposed,Fix config
6.234.154.10,VULN-11536,MEDIUM,weak_cipher,Misconfig found,Fix config
176.140.164.92,VULN-11537,CRITICAL,open_port,Weak cipher detected,Fix config
222.199.235.121,VULN-11538,CRITICAL,weak_cipher,Weak cipher detected,Restrict port
45.158.183.139,VULN-11539,MEDIUM,weak_cipher,Misconfig found,Fix config
163.249.123.10,VULN-11540,LOW,weak_cipher,Misconfig found,Restrict port
69.136.97.129,VULN-11541,LOW,config_issue,Open port exposed,Apply patch
212.160.62.124,VULN-11542,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
61.182.9.3,VULN-11543,MEDIUM,weak_cipher,Misconfig found,Apply patch
148.199.178.97,VULN-11544,CRITICAL,open_port,Weak cipher detected,Fix config
87.222.101.20,VULN-11545,CRITICAL,config_issue,Open port exposed,Fix config
200.115.162.94,VULN-11546,LOW,open_port,Misconfig found,Fix config
230.251.13.91,VULN-11547,HIGH,open_port,Misconfig found,Restrict port
135.94.234.64,VULN-11548,LOW,config_issue,Open port exposed,Apply patch
122.47.230.58,VULN-11549,HIGH,config_issue,Misconfig found,Apply patch
5.233.64.165,VULN-11550,LOW,open_port,Open port exposed,Restrict port
130.196.79.18,VULN-11551,LOW,weak_cipher,Misconfig found,Fix config
101.39.29.179,VULN-11552,HIGH,open_port,Weak cipher detected,Apply patch
40.168.101.106,VULN-11553,MEDIUM,config_issue,Weak cipher detected,Apply patch
138.135.91.216,VULN-11554,MEDIUM,config_issue,Misconfig found,Fix config
66.122.18.67,VULN-11555,HIGH,weak_cipher,Weak cipher detected,Restrict port
119.11.115.82,VULN-11556,HIGH,weak_cipher,Misconfig found,Apply patch
216.172.162.102,VULN-11557,LOW,config_issue,Weak cipher detected,Restrict port
42.4.33.236,VULN-11558,CRITICAL,config_issue,Weak cipher detected,Restrict port
60.120.229.200,VULN-11559,HIGH,config_issue,Open port exposed,Restrict port
42.116.215.6,VULN-11560,LOW,config_issue,Weak cipher detected,Fix config
138.162.88.91,VULN-11561,LOW,config_issue,Weak cipher detected,Fix config
9.32.208.124,VULN-11562,HIGH,open_port,Weak cipher detected,Restrict port
25.195.236.18,VULN-11563,CRITICAL,config_issue,Weak cipher detected,Apply patch
174.147.45.210,VULN-11564,MEDIUM,config_issue,Open port exposed,Apply patch
75.93.228.232,VULN-11565,MEDIUM,weak_cipher,Weak cipher detected,Restrict port
68.155.237.182,VULN-11566,CRITICAL,weak_cipher,Weak cipher detected,Apply patch
14.23.15.215,VULN-11567,HIGH,config_issue,Weak cipher detected,Apply patch
170.73.201.206,VULN-11568,MEDIUM,weak_cipher,Open port exposed,Restrict port
12.38.244.40,VULN-11569,LOW,config_issue,Weak cipher detected,Restrict port
79.137.179.25,VULN-11570,LOW,config_issue,Misconfig found,Restrict port
246.113.213.116,VULN-11571,CRITICAL,weak_cipher,Open port exposed,Restrict port
54.114.214.165,VULN-11572,CRITICAL,weak_cipher,Open port exposed,Restrict port
4.5.174.57,VULN-11573,MEDIUM,weak_cipher,Weak cipher detected,Fix config
1.181.145.72,VULN-11574,MEDIUM,open_port,Misconfig found,Apply patch
22.217.195.169,VULN-11575,LOW,config_issue,Weak cipher detected,Restrict port
91.67.57.44,VULN-11576,HIGH,weak_cipher,Weak cipher detected,Fix config
31.244.233.179,VULN-11577,CRITICAL,weak_cipher,Open port exposed,Apply patch
115.119.195.221,VULN-11578,CRITICAL,open_port,Weak cipher detected,Fix config
247.138.160.119,VULN-11579,MEDIUM,open_port,Misconfig found,Apply patch
144.89.254.112,VULN-11580,CRITICAL,open_port,Weak cipher detected,Apply patch
253.189.33.44,VULN-11581,LOW,config_issue,Open port exposed,Fix config
96.185.217.179,VULN-11582,HIGH,config_issue,Misconfig found,Apply patch
49.145.152.85,VULN-11583,LOW,config_issue,Weak cipher detected,Fix config
143.19.90.137,VULN-11584,MEDIUM,config_issue,Misconfig found,Restrict port
79.252.151.114,VULN-11585,LOW,config_issue,Misconfig found,Apply patch
183.176.72.27,VULN-11586,HIGH,weak_cipher,Weak cipher detected,Apply patch
189.140.133.14,VULN-11587,MEDIUM,config_issue,Misconfig found,Apply patch
127.103.151.151,VULN-11588,HIGH,config_issue,Misconfig found,Restrict port
231.227.176.238,VULN-11589,LOW,weak_cipher,Open port exposed,Apply patch
235.253.1.193,VULN-11590,HIGH,open_port,Misconfig found,Fix config
69.219.251.116,VULN-11591,MEDIUM,config_issue,Weak cipher detected,Apply patch
226.11.75.150,VULN-11592,MEDIUM,open_port,Misconfig found,Restrict port
78.49.118.148,VULN-11593,CRITICAL,config_issue,Weak cipher detected,Apply patch
3.100.132.132,VULN-11594,LOW,config_issue,Misconfig found,Fix config
7.215.213.137,VULN-11595,HIGH,open_port,Misconfig found,Apply patch
88.252.228.162,VULN-11596,LOW,config_issue,Misconfig found,Fix config
218.229.71.195,VULN-11597,HIGH,config_issue,Weak cipher detected,Restrict port
117.123.106.119,VULN-11598,MEDIUM,weak_cipher,Misconfig found,Fix config
22.19.173.213,VULN-11599,MEDIUM,open_port,Misconfig found,Apply patch
145.59.186.124,VULN-11600,CRITICAL,open_port,Open port exposed,Restrict port
157.220.32.69,VULN-11601,MEDIUM,open_port,Open port exposed,Apply patch
103.189.205.64,VULN-11602,MEDIUM,weak_cipher,Misconfig found,Apply patch
72.188.28.22,VULN-11603,CRITICAL,config_issue,Weak cipher detected,Restrict port
36.87.46.199,VULN-11604,LOW,config_issue,Misconfig found,Restrict port
89.173.43.48,VULN-11605,MEDIUM,open_port,Misconfig found,Fix config
231.198.137.75,VULN-11606,MEDIUM,weak_cipher,Weak cipher detected,Fix config
134.250.113.11,VULN-11607,HIGH,open_port,Misconfig found,Apply patch
14.217.58.137,VULN-11608,MEDIUM,open_port,Weak cipher detected,Restrict port
218.206.219.235,VULN-11609,CRITICAL,weak_cipher,Open port exposed,Apply patch
242.82.183.82,VULN-11610,LOW,open_port,Weak cipher detected,Restrict port
38.15.7.181,VULN-11611,LOW,weak_cipher,Open port exposed,Restrict port
91.83.156.223,VULN-11612,HIGH,config_issue,Weak cipher detected,Restrict port
200.157.123.231,VULN-11613,HIGH,config_issue,Misconfig found,Apply patch
5.172.128.51,VULN-11614,CRITICAL,weak_cipher,Open port exposed,Fix config
227.82.140.190,VULN-11615,LOW,config_issue,Misconfig found,Restrict port
253.85.71.8,VULN-11616,HIGH,config_issue,Weak cipher detected,Fix config
44.200.196.29,VULN-11617,HIGH,open_port,Misconfig found,Fix config
184.250.210.221,VULN-11618,HIGH,config_issue,Open port exposed,Apply patch
92.238.106.156,VULN-11619,MEDIUM,weak_cipher,Misconfig found,Restrict port
54.200.64.33,VULN-11620,HIGH,config_issue,Open port exposed,Fix config
225.142.142.156,VULN-11621,HIGH,weak_cipher,Open port exposed,Fix config
29.254.220.51,VULN-11622,CRITICAL,weak_cipher,Weak cipher detected,Fix config
90.162.152.167,VULN-11623,MEDIUM,config_issue,Open port exposed,Restrict port
5.111.247.58,VULN-11624,LOW,weak_cipher,Weak cipher detected,Apply patch
