host,policy_id,standard,status,detail
229.202.138.219,P-6299,ISO27001,PASS,MFA enabled
237.134.25.144,P-6300,SOC2,FAIL,MFA enabled
150.146.10.76,P-6301,NIST-CSF,PASS,TLS>=1.2 enforced
121.129.142.146,P-6302,ISO27001,PASS,SSH root disabled
207.115.46.8,P-6303,SOC2,PASS,SSH root disabled
93.174.90.37,P-6304,ISO27001,FAIL,TLS>=1.2 enforced
46.141.80.193,P-6305,SOC2,FAIL,TLS>=1.2 enforced
106.248.180.187,P-6306,SOC2,FAIL,TLS>=1.2 enforced
185.150.146.23,P-6307,SOC2,PASS,MFA enabled
197.24.60.27,P-6308,SOC2,FAIL,SSH root disabled
247.174.54.155,P-6309,ISO27001,FAIL,TLS>=1.2 enforced
254.202.218.202,P-6310,ISO27001,PASS,TLS>=1.2 enforced
212.148.21.6,P-6311,NIST-CSF,PASS,TLS>=1.2 enforced
218.144.185.123,P-6312,ISO27001,PASS,SSH root disabled
125.67.150.115,P-6313,NIST-CSF,FAIL,TLS>=1.2 enforced
56.67.241.201,P-6314,ISO27001,FAIL,SSH root disabled
194.166.237.64,P-6315,SOC2,FAIL,TLS>=1.2 enforced
252.86.85.175,P-6316,ISO27001,FAIL,SSH root disabled
137.183.102.210,P-6317,NIST-CSF,PASS,SSH root disabled
55.252.120.181,P-6318,SOC2,PASS,SSH root disabled
243.99.95.203,P-6319,SOC2,PASS,MFA enabled
72.63.59.82,P-6320,SOC2,PASS,MFA enabled
241.182.131.152,P-6321,SOC2,PASS,MFA enabled
173.217.136.216,P-6322,NIST-CSF,FAIL,MFA enabled
13.68.109.231,P-6323,SOC2,FAIL,TLS>=1.2 enforced
252.88.98.46,P-6324,SOC2,PASS,TLS>=1.2 enforced
201.227.128.82,P-6325,SOC2,PASS,SSH root disabled
125.47.31.32,P-6326,SOC2,PASS,MFA enabled
205.97.136.230,P-6327,NIST-CSF,PASS,TLS>=1.2 enforced
46.101.223.9,P-6328,ISO27001,PASS,TLS>=1.2 enforced
107.123.174.36,P-6329,ISO27001,FAIL,TLS>=1.2 enforced
121.174.215.170,P-6330,ISO27001,PASS,SSH root disabled
171.75.74.165,P-6331,NIST-CSF,PASS,SSH root disabled
156.87.25.181,P-6332,SOC2,FAIL,TLS>=1.2 enforced
194.193.90.121,P-6333,NIST-CSF,FAIL,TLS>=1.2 enforced
250.183.40.135,P-6334,ISO27001,PASS,TLS>=1.2 enforced
213.133.165.188,P-6335,NIST-CSF,FAIL,TLS>=1.2 enforced
76.135.119.65,P-6336,ISO27001,PASS,SSH root disabled
58.149.242.148,P-6337,SOC2,PASS,TLS>=1.2 enforced
35.237.1.126,P-6338,ISO27001,PASS,SSH root disabled
135.174.16.132,P-6339,ISO27001,PASS,TLS>=1.2 enforced
152.45.87.207,P-6340,NIST-CSF,PASS,SSH root disabled
163.65.5.58,P-6341,NIST-CSF,FAIL,TLS>=1.2 enforced
182.223.226.54,P-6342,SOC2,PASS,SSH root disabled
49.187.227.9,P-6343,ISO27001,FAIL,TLS>=1.2 enforced
79.143.204.215,P-6344,NIST-CSF,PASS,MFA enabled
48.187.49.54,P-6345,ISO27001,FAIL,MFA enabled
127.155.126.88,P-6346,NIST-CSF,FAIL,TLS>=1.2 enforced
125.13.188.38,P-6347,SOC2,PASS,TLS>=1.2 enforced
229.155.51.82,P-6348,ISO27001,FAIL,SSH root disabled
157.128.18.82,P-6349,NIST-CSF,FAIL,MFA enabled
14.218.189.125,P-6350,NIST-CSF,FAIL,MFA enabled
226.239.170.39,P-6351,ISO27001,FAIL,MFA enabled
149.45.164.155,P-6352,SOC2,FAIL,TLS>=1.2 enforced
37.172.67.203,P-6353,ISO27001,FAIL,MFA enabled
254.20.165.6,P-6354,ISO27001,FAIL,MFA enabled
50.210.184.215,P-6355,NIST-CSF,PASS,MFA enabled
137.231.190.128,P-6356,NIST-CSF,PASS,TLS>=1.2 enforced
88.112.85.41,P-6357,SOC2,FAIL,TLS>=1.2 enforced
90.188.239.109,P-6358,SOC2,PASS,SSH root disabled
169.8.21.19,P-6359,SOC2,PASS,MFA enabled
125.2.84.228,P-6360,NIST-CSF,PASS,SSH root disabled
145.252.226.179,P-6361,ISO27001,PASS,SSH root disabled
88.29.203.74,P-6362,NIST-CSF,PASS,SSH root disabled
109.101.232.204,P-6363,SOC2,FAIL,MFA enabled
116.71.92.145,P-6364,ISO27001,PASS,MFA enabled
140.23.250.98,P-6365,NIST-CSF,FAIL,MFA enabled
49.166.149.80,P-6366,NIST-CSF,PASS,SSH root disabled
92.2.62.197,P-6367,NIST-CSF,FAIL,TLS>=1.2 enforced
190.226.8.1,P-6368,SOC2,FAIL,TLS>=1.2 enforced
88.169.55.9,P-6369,NIST-CSF,FAIL,MFA enabled
20.16.165.24,P-6370,ISO27001,FAIL,MFA enabled
11.215.135.53,P-6371,NIST-CSF,FAIL,TLS>=1.2 enforced
22.224.37.76,P-6372,ISO27001,FAIL,TLS>=1.2 enforced
174.7.52.113,P-6373,ISO27001,PASS,TLS>=1.2 enforced
58.84.134.172,P-6374,SOC2,PASS,SSH root disabled
223.253.28.90,P-6375,SOC2,FAIL,SSH root disabled
12.145.192.2,P-6376,ISO27001,FAIL,TLS>=1.2 enforced
172.145.235.215,P-6377,SOC2,PASS,SSH root disabled
84.77.172.1,P-6378,ISO27001,FAIL,TLS>=1.2 enforced
72.100.96.14,P-6379,SOC2,PASS,SSH root disabled
31.224.5.165,P-6380,ISO27001,PASS,MFA enabled
162.115.92.14,P-6381,ISO27001,PASS,TLS>=1.2 enforced
59.74.133.12,P-6382,SOC2,FAIL,TLS>=1.2 enforced
62.118.49.195,P-6383,SOC2,FAIL,MFA enabled
67.163.62.109,P-6384,SOC2,FAIL,TLS>=1.2 enforced
53.113.97.35,P-6385,NIST-CSF,FAIL,SSH root disabled
42.168.109.6,P-6386,ISO27001,PASS,MFA enabled
62.71.68.105,P-6387,NIST-CSF,PASS,SSH root disabled
95.113.152.221,P-6388,NIST-CSF,FAIL,MFA enabled
142.188.23.167,P-6389,SOC2,PASS,SSH root disabled
37.163.7.105,P-6390,NIST-CSF,FAIL,SSH root disabled
66.144.37.117,P-6391,NIST-CSF,FAIL,SSH root disabled
166.142.80.65,P-6392,NIST-CSF,PASS,MFA enabled
48.177.171.217,P-6393,NIST-CSF,FAIL,TLS>=1.2 enforced
156.42.246.187,P-6394,SOC2,FAIL,TLS>=1.2 enforced
133.240.92.67,P-6395,SOC2,FAIL,SSH root disabled
245.37.192.146,P-6396,ISO27001,PASS,MFA enabled
185.140.187.12,P-6397,NIST-CSF,PASS,SSH root disabled
237.176.200.124,P-6398,ISO27001,FAIL,MFA enabled
99.176.1.93,P-6399,ISO27001,FAIL,MFA enabled
235.81.142.206,P-6400,SOC2,FAIL,TLS>=1.2 enforced
230.174.220.201,P-6401,NIST-CSF,PASS,TLS>=1.2 enforced
60.33.44.33,P-6402,NIST-CSF,PASS,SSH root disabled
187.84.52.123,P-6403,SOC2,PASS,TLS>=1.2 enforced
67.183.206.145,P-6404,NIST-CSF,FAIL,MFA enabled
196.241.204.215,P-6405,NIST-CSF,PASS,SSH root disabled
181.35.48.244,P-6406,NIST-CSF,PASS,TLS>=1.2 enforced
243.166.55.9,P-6407,NIST-CSF,FAIL,SSH root disabled
247.121.167.202,P-6408,SOC2,FAIL,SSH root disabled
3.230.123.119,P-6409,ISO27001,PASS,MFA enabled
69.127.64.103,P-6410,SOC2,FAIL,MFA enabled
6.187.201.63,P-6411,SOC2,PASS,SSH root disabled
14.122.195.109,P-6412,ISO27001,FAIL,MFA enabled
248.166.231.44,P-6413,SOC2,PASS,MFA enabled
84.171.151.77,P-6414,NIST-CSF,PASS,SSH root disabled
91.207.11.228,P-6415,SOC2,FAIL,MFA enabled
99.23.137.228,P-6416,SOC2,FAIL,TLS>=1.2 enforced
242.106.113.73,P-6417,NIST-CSF,FAIL,MFA enabled
71.89.224.68,P-6418,SOC2,PASS,MFA enabled
75.244.16.119,P-6419,ISO27001,PASS,TLS>=1.2 enforced
227.71.228.113,P-6420,ISO27001,PASS,SSH root disabled
251.174.120.245,P-6421,ISO27001,PASS,MFA enabled
224.144.46.63,P-6422,ISO27001,PASS,MFA enabled
205.179.83.118,P-6423,SOC2,PASS,TLS>=1.2 enforced
239.37.99.181,P-6424,ISO27001,PASS,TLS>=1.2 enforced
61.159.226.20,P-6425,ISO27001,PASS,MFA enabled
247.79.96.221,P-6426,SOC2,FAIL,SSH root disabled
37.90.121.119,P-6427,SOC2,PASS,SSH root disabled
64.125.169.67,P-6428,SOC2,FAIL,SSH root disabled
184.126.133.34,P-6429,ISO27001,FAIL,TLS>=1.2 enforced
83.34.186.214,P-6430,NIST-CSF,FAIL,TLS>=1.2 enforced
158.148.236.127,P-6431,NIST-CSF,FAIL,TLS>=1.2 enforced
93.103.107.147,P-6432,ISO27001,FAIL,MFA enabled
240.234.70.6,P-6433,SOC2,FAIL,SSH root disabled
155.252.149.64,P-6434,SOC2,PASS,TLS>=1.2 enforced
206.173.48.235,P-6435,ISO27001,PASS,MFA enabled
35.193.175.148,P-6436,SOC2,PASS,MFA enabled
167.48.173.163,P-6437,SOC2,FAIL,MFA enabled
207.124.249.167,P-6438,SOC2,FAIL,MFA enabled
182.165.128.91,P-6439,ISO27001,PASS,SSH root disabled
102.55.251.22,P-6440,ISO27001,FAIL,MFA enabled
224.81.63.162,P-6441,ISO27001,PASS,SSH root disabled
61.217.227.209,P-6442,NIST-CSF,PASS,MFA enabled
181.171.75.237,P-6443,ISO27001,FAIL,SSH root disabled
179.145.166.9,P-6444,NIST-CSF,PASS,MFA enabled
134.48.140.198,P-6445,ISO27001,FAIL,SSH root disabled
217.81.211.173,P-6446,ISO27001,PASS,SSH root disabled
104.209.20.74,P-6447,SOC2,FAIL,TLS>=1.2 enforced
201.147.49.96,P-6448,ISO27001,PASS,TLS>=1.2 enforced
106.234.169.33,P-6449,SOC2,FAIL,SSH root disabled
238.192.129.142,P-6450,ISO27001,PASS,SSH root disabled
172.69.171.143,P-6451,NIST-CSF,PASS,MFA enabled
197.49.248.88,P-6452,ISO27001,PASS,TLS>=1.2 enforced
43.109.189.56,P-6453,NIST-CSF,FAIL,MFA enabled
221.88.165.221,P-6454,SOC2,PASS,SSH root disabled
60.55.32.36,P-6455,ISO27001,FAIL,MFA enabled
206.134.61.114,P-6456,NIST-CSF,PASS,SSH root disabled
141.170.121.139,P-6457,SOC2,PASS,MFA enabled
80.71.211.160,P-6458,ISO27001,PASS,TLS>=1.2 enforced
190.114.46.185,P-6459,NIST-CSF,PASS,MFA enabled
213.116.220.212,P-6460,ISO27001,FAIL,TLS>=1.2 enforced
246.233.17.180,P-6461,ISO27001,FAIL,TLS>=1.2 enforced
137.214.231.218,P-6462,NIST-CSF,FAIL,MFA enabled
197.121.139.17,P-6463,SOC2,PASS,MFA enabled
170.248.37.223,P-6464,SOC2,FAIL,TLS>=1.2 enforced
207.141.118.38,P-6465,ISO27001,FAIL,MFA enabled
181.216.234.139,P-6466,NIST-CSF,PASS,TLS>=1.2 enforced
233.66.243.30,P-6467,NIST-CSF,PASS,TLS>=1.2 enforced
90.146.222.60,P-6468,SOC2,FAIL,TLS>=1.2 enforced
93.183.174.180,P-6469,NIST-CSF,PASS,TLS>=1.2 enforced
91.79.184.226,P-6470,NIST-CSF,PASS,SSH root disabled
165.86.103.206,P-6471,SOC2,FAIL,SSH root disabled
204.121.49.39,P-6472,ISO27001,FAIL,SSH root disabled
52.67.95.59,P-6473,ISO27001,PASS,TLS>=1.2 enforced
57.100.189.237,P-6474,NIST-CSF,FAIL,SSH root disabled
160.161.236.187,P-6475,ISO27001,PASS,TLS>=1.2 enforced
202.167.248.112,P-6476,SOC2,FAIL,SSH root disabled
77.31.28.177,P-6477,SOC2,PASS,MFA enabled
126.111.245.36,P-6478,ISO27001,PASS,TLS>=1.2 enforced
114.54.48.134,P-6479,ISO27001,FAIL,SSH root disabled
181.101.136.48,P-6480,ISO27001,FAIL,SSH root disabled
198.105.49.176,P-6481,ISO27001,PASS,MFA enabled
69.59.36.170,P-6482,SOC2,FAIL,MFA enabled
18.123.133.3,P-6483,SOC2,FAIL,SSH root disabled
144.206.96.125,P-6484,NIST-CSF,FAIL,MFA enabled
65.222.18.202,P-6485,ISO27001,FAIL,SSH root disabled
121.153.97.108,P-6486,ISO27001,FAIL,TLS>=1.2 enforced
248.236.93.36,P-6487,NIST-CSF,PASS,SSH root disabled
234.113.153.145,P-6488,SOC2,PASS,SSH root disabled
233.10.235.171,P-6489,ISO27001,PASS,MFA enabled
21.214.101.137,P-6490,NIST-CSF,FAIL,TLS>=1.2 enforced
3.157.72.44,P-6491,NIST-CSF,PASS,SSH root disabled
250.56.192.73,P-6492,ISO27001,PASS,MFA enabled
101.152.16.242,P-6493,NIST-CSF,FAIL,TLS>=1.2 enforced
39.236.240.117,P-6494,NIST-CSF,PASS,SSH root disabled
195.6.143.93,P-6495,SOC2,FAIL,TLS>=1.2 enforced
8.61.32.190,P-6496,SOC2,FAIL,TLS>=1.2 enforced
196.58.30.231,P-6497,SOC2,PASS,TLS>=1.2 enforced
231.189.117.223,P-6498,SOC2,PASS,SSH root disabled
25.223.59.15,P-6499,ISO27001,PASS,TLS>=1.2 enforced
167.165.44.124,P-6500,ISO27001,FAIL,TLS>=1.2 enforced
245.103.10.75,P-6501,NIST-CSF,FAIL,TLS>=1.2 enforced
151.35.20.101,P-6502,NIST-CSF,PASS,TLS>=1.2 enforced
181.68.81.70,P-6503,NIST-CSF,FAIL,TLS>=1.2 enforced
110.95.137.41,P-6504,SOC2,PASS,MFA enabled
5.190.230.69,P-6505,ISO27001,PASS,MFA enabled
76.132.131.159,P-6506,NIST-CSF,PASS,SSH root disabled
155.217.109.149,P-6507,ISO27001,FAIL,MFA enabled
30.107.91.3,P-6508,SOC2,PASS,TLS>=1.2 enforced
112.22.18.50,P-6509,ISO27001,FAIL,MFA enabled
92.231.22.50,P-6510,SOC2,PASS,MFA enabled
94.71.110.53,P-6511,NIST-CSF,FAIL,TLS>=1.2 enforced
144.55.194.219,P-6512,ISO27001,FAIL,MFA enabled
187.149.237.47,P-6513,SOC2,PASS,TLS>=1.2 enforced
212.229.135.226,P-6514,SOC2,FAIL,SSH root disabled
65.176.80.207,P-6515,ISO27001,PASS,MFA enabled
92.65.37.9,P-6516,ISO27001,FAIL,SSH root disabled
79.95.139.9,P-6517,NIST-CSF,FAIL,MFA enabled
26.158.33.187,P-6518,NIST-CSF,FAIL,SSH root disabled
161.179.240.54,P-6519,NIST-CSF,PASS,SSH root disabled
248.122.249.54,P-6520,NIST-CSF,FAIL,SSH root disabled
67.132.177.17,P-6521,SOC2,FAIL,MFA enabled
237.88.221.24,P-6522,SOC2,FAIL,MFA enabled
241.45.161.55,P-6523,NIST-CSF,FAIL,TLS>=1.2 enforced
18.22.101.47,P-6524,NIST-CSF,PASS,MFA enabled
207.12.230.163,P-6525,SOC2,FAIL,SSH root disabled
157.251.58.116,P-6526,NIST-CSF,PASS,TLS>=1.2 enforced
104.115.171.42,P-6527,NIST-CSF,PASS,TLS>=1.2 enforced
158.125.240.196,P-6528,NIST-CSF,FAIL,TLS>=1.2 enforced
50.224.82.121,P-6529,SOC2,FAIL,MFA enabled
244.174.157.239,P-6530,SOC2,PASS,SSH root disabled
160.67.208.103,P-6531,NIST-CSF,FAIL,MFA enabled
200.122.196.194,P-6532,ISO27001,PASS,TLS>=1.2 enforced
53.204.134.88,P-6533,NIST-CSF,FAIL,SSH root disabled
199.199.175.103,P-6534,NIST-CSF,PASS,SSH root disabled
160.120.222.114,P-6535,SOC2,FAIL,TLS>=1.2 enforced
90.24.113.135,P-6536,ISO27001,PASS,MFA enabled
160.152.91.173,P-6537,NIST-CSF,PASS,TLS>=1.2 enforced
74.132.17.52,P-6538,ISO27001,FAIL,MFA enabled
90.55.159.209,P-6539,ISO27001,PASS,MFA enabled
42.150.81.247,P-6540,NIST-CSF,PASS,TLS>=1.2 enforced
147.118.147.9,P-6541,ISO27001,FAIL,SSH root disabled
136.82.213.95,P-6542,NIST-CSF,FAIL,SSH root disabled
145.10.226.108,P-6543,NIST-CSF,FAIL,SSH root disabled
110.70.43.78,P-6544,SOC2,PASS,MFA enabled
179.57.45.217,P-6545,SOC2,PASS,MFA enabled
31.118.36.205,P-6546,ISO27001,PASS,MFA enabled
49.181.68.111,P-6547,SOC2,FAIL,SSH root disabled
199.210.213.113,P-6548,SOC2,PASS,TLS>=1.2 enforced
77.229.141.133,P-6549,NIST-CSF,PASS,MFA enabled
74.223.229.54,P-6550,SOC2,PASS,TLS>=1.2 enforced
127.81.193.114,P-6551,ISO27001,PASS,MFA enabled
76.52.131.90,P-6552,ISO27001,FAIL,SSH root disabled
19.89.52.96,P-6553,SOC2,FAIL,MFA enabled
195.66.114.228,P-6554,ISO27001,PASS,SSH root disabled
136.112.12.149,P-6555,SOC2,FAIL,SSH root disabled
82.60.29.19,P-6556,ISO27001,FAIL,MFA enabled
162.2.132.124,P-6557,NIST-CSF,PASS,MFA enabled
17.144.128.96,P-6558,SOC2,PASS,SSH root disabled
117.118.43.173,P-6559,ISO27001,FAIL,MFA enabled
102.18.224.249,P-6560,SOC2,FAIL,MFA enabled
195.84.14.225,P-6561,SOC2,FAIL,TLS>=1.2 enforced
242.99.20.199,P-6562,SOC2,FAIL,TLS>=1.2 enforced
90.104.30.119,P-6563,NIST-CSF,FAIL,SSH root disabled
44.62.136.27,P-6564,SOC2,PASS,MFA enabled
57.175.198.205,P-6565,ISO27001,PASS,SSH root disabled
130.150.221.212,P-6566,SOC2,PASS,TLS>=1.2 enforced
234.208.4.143,P-6567,SOC2,PASS,TLS>=1.2 enforced
137.254.7.116,P-6568,NIST-CSF,FAIL,SSH root disabled
28.70.89.146,P-6569,SOC2,PASS,SSH root disabled
135.41.252.204,P-6570,SOC2,FAIL,SSH root disabled
180.91.67.127,P-6571,SOC2,FAIL,SSH root disabled
226.125.148.33,P-6572,SOC2,PASS,SSH root disabled
72.89.103.247,P-6573,NIST-CSF,FAIL,TLS>=1.2 enforced
1.55.102.9,P-6574,SOC2,PASS,SSH root disabled
93.29.251.204,P-6575,ISO27001,FAIL,TLS>=1.2 enforced
108.249.222.222,P-6576,SOC2,FAIL,MFA enabled
71.105.159.222,P-6577,ISO27001,FAIL,SSH root disabled
14.148.142.185,P-6578,SOC2,FAIL,SSH root disabled
188.33.43.231,P-6579,ISO27001,PASS,TLS>=1.2 enforced
177.193.201.228,P-6580,NIST-CSF,FAIL,MFA enabled
76.118.19.143,P-6581,ISO27001,PASS,TLS>=1.2 enforced
178.11.231.42,P-6582,NIST-CSF,PASS,TLS>=1.2 enforced
253.231.140.156,P-6583,ISO27001,PASS,MFA enabled
129.218.90.176,P-6584,NIST-CSF,PASS,TLS>=1.2 enforced
16.75.158.212,P-6585,NIST-CSF,PASS,SSH root disabled
36.198.196.136,P-6586,ISO27001,PASS,TLS>=1.2 enforced
236.132.77.85,P-6587,NIST-CSF,PASS,MFA enabled
40.204.153.237,P-6588,NIST-CSF,PASS,MFA enabled
205.21.252.105,P-6589,NIST-CSF,PASS,SSH root disabled
43.58.210.79,P-6590,ISO27001,PASS,SSH root disabled
10.138.102.214,P-6591,NIST-CSF,PASS,MFA enabled
227.139.235.125,P-6592,SOC2,PASS,MFA enabled
231.244.134.206,P-6593,SOC2,FAIL,SSH root disabled
6.101.53.118,P-6594,SOC2,PASS,SSH root disabled
2.115.212.254,P-6595,NIST-CSF,PASS,TLS>=1.2 enforced
11.165.181.123,P-6596,SOC2,FAIL,SSH root disabled
109.22.245.168,P-6597,NIST-CSF,FAIL,MFA enabled
72.111.227.161,P-6598,NIST-CSF,PASS,TLS>=1.2 enforced
168.87.186.110,P-6599,SOC2,PASS,MFA enabled
59.138.60.28,P-6600,NIST-CSF,FAIL,MFA enabled
50.13.149.234,P-6601,SOC2,PASS,MFA enabled
220.217.69.203,P-6602,NIST-CSF,PASS,MFA enabled
81.229.251.77,P-6603,NIST-CSF,PASS,MFA enabled
7.26.85.246,P-6604,SOC2,FAIL,SSH root disabled
157.225.26.180,P-6605,SOC2,PASS,TLS>=1.2 enforced
66.209.126.150,P-6606,ISO27001,FAIL,TLS>=1.2 enforced
239.170.220.202,P-6607,ISO27001,FAIL,MFA enabled
62.116.200.42,P-6608,ISO27001,PASS,TLS>=1.2 enforced
235.105.169.194,P-6609,ISO27001,FAIL,SSH root disabled
87.151.62.209,P-6610,NIST-CSF,FAIL,MFA enabled
222.209.157.207,P-6611,SOC2,FAIL,MFA enabled
200.40.53.81,P-6612,SOC2,PASS,MFA enabled
141.9.52.141,P-6613,SOC2,FAIL,MFA enabled
42.236.157.56,P-6614,ISO27001,FAIL,TLS>=1.2 enforced
246.200.136.143,P-6615,SOC2,PASS,TLS>=1.2 enforced
116.69.250.230,P-6616,NIST-CSF,FAIL,TLS>=1.2 enforced
24.162.229.37,P-6617,SOC2,PASS,MFA enabled
117.185.156.177,P-6618,ISO27001,FAIL,MFA enabled
170.112.2.233,P-6619,NIST-CSF,FAIL,SSH root disabled
178.78.179.24,P-6620,ISO27001,PASS,SSH root disabled
174.97.60.169,P-6621,NIST-CSF,PASS,SSH root disabled
36.140.8.115,P-6622,SOC2,FAIL,MFA enabled
84.66.135.186,P-6623,NIST-CSF,PASS,SSH root disabled
150.60.123.109,P-6624,ISO27001,FAIL,TLS>=1.2 enforced
135.168.121.69,P-6625,ISO27001,PASS,TLS>=1.2 enforced
186.226.152.129,P-6626,SOC2,FAIL,MFA enabled
217.78.19.228,P-6627,SOC2,PASS,MFA enabled
152.231.246.206,P-6628,SOC2,PASS,MFA enabled
244.221.223.209,P-6629,NIST-CSF,FAIL,MFA enabled
36.176.4.173,P-6630,NIST-CSF,FAIL,SSH root disabled
157.42.243.161,P-6631,ISO27001,PASS,SSH root disabled
148.44.1.113,P-6632,NIST-CSF,PASS,SSH root disabled
96.135.92.120,P-6633,ISO27001,PASS,MFA enabled
213.74.129.152,P-6634,SOC2,FAIL,SSH root disabled
6.22.205.112,P-6635,ISO27001,PASS,SSH root disabled
158.170.70.82,P-6636,ISO27001,FAIL,MFA enabled
212.253.83.188,P-6637,NIST-CSF,FAIL,MFA enabled
35.107.135.196,P-6638,NIST-CSF,PASS,SSH root disabled
150.79.162.163,P-6639,SOC2,PASS,SSH root disabled
184.225.155.134,P-6640,ISO27001,FAIL,SSH root disabled
10.23.250.65,P-6641,ISO27001,FAIL,MFA enabled
173.30.247.82,P-6642,ISO27001,FAIL,SSH root disabled
179.34.196.59,P-6643,NIST-CSF,FAIL,TLS>=1.2 enforced
248.134.163.197,P-6644,SOC2,PASS,SSH root disabled
60.164.178.1,P-6645,ISO27001,PASS,MFA enabled
143.35.249.152,P-6646,SOC2,PASS,SSH root disabled
142.165.86.111,P-6647,SOC2,PASS,MFA enabled
158.245.89.45,P-6648,SOC2,FAIL,SSH root disabled
229.143.169.208,P-6649,ISO27001,FAIL,TLS>=1.2 enforced
193.93.237.9,P-6650,ISO27001,FAIL,MFA enabled
107.205.17.167,P-6651,SOC2,PASS,TLS>=1.2 enforced
234.82.57.170,P-6652,SOC2,FAIL,SSH root disabled
145.135.238.142,P-6653,NIST-CSF,FAIL,TLS>=1.2 enforced
191.148.238.196,P-6654,SOC2,FAIL,TLS>=1.2 enforced
210.237.119.213,P-6655,ISO27001,FAIL,SSH root disabled
211.181.64.220,P-6656,SOC2,PASS,SSH root disabled
215.164.196.93,P-6657,NIST-CSF,PASS,SSH root disabled
152.73.22.53,P-6658,ISO27001,FAIL,MFA enabled
145.227.229.254,P-6659,SOC2,PASS,TLS>=1.2 enforced
167.23.181.176,P-6660,NIST-CSF,FAIL,MFA enabled
241.251.163.203,P-6661,NIST-CSF,FAIL,TLS>=1.2 enforced
160.164.39.63,P-6662,SOC2,PASS,SSH root disabled
73.190.168.190,P-6663,SOC2,PASS,MFA enabled
187.113.248.43,P-6664,ISO27001,PASS,TLS>=1.2 enforced
57.202.206.98,P-6665,ISO27001,PASS,MFA enabled
65.167.104.238,P-6666,ISO27001,PASS,MFA enabled
223.3.51.232,P-6667,NIST-CSF,PASS,TLS>=1.2 enforced
190.187.136.208,P-6668,SOC2,PASS,TLS>=1.2 enforced
57.38.151.145,P-6669,ISO27001,PASS,SSH root disabled
25.84.18.214,P-6670,ISO27001,FAIL,SSH root disabled
7.84.42.200,P-6671,ISO27001,FAIL,TLS>=1.2 enforced
59.243.124.226,P-6672,SOC2,FAIL,MFA enabled
58.226.84.5,P-6673,SOC2,PASS,SSH root disabled
162.8.70.53,P-6674,SOC2,PASS,SSH root disabled
41.184.48.189,P-6675,ISO27001,FAIL,MFA enabled
163.70.68.46,P-6676,SOC2,FAIL,TLS>=1.2 enforced
37.227.149.44,P-6677,ISO27001,PASS,MFA enabled
237.228.135.137,P-6678,ISO27001,PASS,MFA enabled
21.235.113.152,P-6679,ISO27001,FAIL,SSH root disabled
208.226.114.251,P-6680,NIST-CSF,FAIL,MFA enabled
237.87.166.192,P-6681,NIST-CSF,FAIL,TLS>=1.2 enforced
106.136.215.145,P-6682,NIST-CSF,PASS,SSH root disabled
26.49.33.40,P-6683,ISO27001,PASS,TLS>=1.2 enforced
205.246.15.18,P-6684,ISO27001,FAIL,MFA enabled
172.55.110.160,P-6685,SOC2,PASS,TLS>=1.2 enforced
54.215.133.15,P-6686,SOC2,PASS,SSH root disabled
111.183.180.239,P-6687,ISO27001,PASS,TLS>=1.2 enforced
47.252.220.114,P-6688,NIST-CSF,PASS,SSH root disabled
241.241.45.246,P-6689,ISO27001,PASS,SSH root disabled
11.181.29.53,P-6690,NIST-CSF,PASS,MFA enabled
225.219.231.169,P-6691,ISO27001,FAIL,TLS>=1.2 enforced
58.41.162.46,P-6692,NIST-CSF,FAIL,SSH root disabled
92.96.244.97,P-6693,NIST-CSF,FAIL,MFA enabled
204.17.174.124,P-6694,SOC2,FAIL,SSH root disabled
53.92.104.194,P-6695,SOC2,PASS,SSH root disabled
199.230.153.127,P-6696,ISO27001,FAIL,MFA enabled
57.169.113.42,P-6697,ISO27001,FAIL,SSH root disabled
247.84.12.202,P-6698,NIST-CSF,FAIL,SSH root disabled
2.14.183.94,P-6699,SOC2,PASS,SSH root disabled
27.86.52.147,P-6700,NIST-CSF,FAIL,TLS>=1.2 enforced
234.159.167.80,P-6701,NIST-CSF,PASS,MFA enabled
81.97.82.124,P-6702,SOC2,FAIL,SSH root disabled
100.229.182.137,P-6703,ISO27001,PASS,MFA enabled
143.176.90.244,P-6704,SOC2,PASS,SSH root disabled
24.89.161.57,P-6705,SOC2,FAIL,TLS>=1.2 enforced
38.96.10.167,P-6706,NIST-CSF,PASS,TLS>=1.2 enforced
1.170.108.239,P-6707,SOC2,PASS,TLS>=1.2 enforced
115.199.182.29,P-6708,ISO27001,PASS,MFA enabled
67.44.9.38,P-6709,SOC2,PASS,TLS>=1.2 enforced
161.187.103.182,P-6710,SOC2,PASS,TLS>=1.2 enforced
207.213.186.85,P-6711,NIST-CSF,FAIL,TLS>=1.2 enforced
152.50.115.194,P-6712,ISO27001,FAIL,TLS>=1.2 enforced
3.250.248.191,P-6713,ISO27001,PASS,TLS>=1.2 enforced
50.42.60.192,P-6714,ISO27001,FAIL,SSH root disabled
135.53.224.21,P-6715,SOC2,FAIL,MFA enabled
144.227.178.214,P-6716,SOC2,FAIL,MFA enabled
1.52.132.81,P-6717,SOC2,PASS,SSH root disabled
1.16.204.34,P-6718,NIST-CSF,FAIL,SSH root disabled
2.43.221.95,P-6719,NIST-CSF,FAIL,SSH root disabled
134.81.236.69,P-6720,ISO27001,FAIL,SSH root disabled
140.78.177.185,P-6721,SOC2,FAIL,MFA enabled
